Drug_ID,SMILES,Predicted_DTA_S1R,Predicted_DTA_DRD2,Predicted_DTA_BIP
DB00458,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,6.216921925544739,6.681024670600891,6.439916551113129
DB00461,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,5.955069124698639,5.411207437515259,4.811374485492706
DB00464,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],5.84503310918808,5.735203444957733,4.882960796356201
DB00465,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,7.155057013034821,5.559078931808472,5.39885401725769
DB00468,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,6.788392066955566,5.862401306629181,5.834598004817963
DB00470,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,6.463644862174988,5.928099095821381,5.555149495601654
DB00471,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,7.084839642047882,7.13506543636322,6.257524073123932
DB00472,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,5.9838868379592896,6.0032639503479,5.265474796295166
DB00475,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,7.285653531551361,5.778770744800568,5.739211797714233
DB00476,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,6.283350825309753,5.905488550662994,4.935930550098419
DB00477,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,6.594421803951263,8.224080860614777,8.250191688537598
DB00480,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,7.143280029296875,5.696560919284821,5.804205119609833
DB00481,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,6.854213893413544,6.221371531486511,5.797256112098694
DB00482,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,5.692201316356659,5.521915435791016,4.731174647808075
DB00484,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,5.854872643947601,5.857800304889679,5.129355490207672
DB00489,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,5.893545389175415,5.973063409328461,5.617283582687378
DB00490,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,6.9896005392074585,6.981401860713959,6.337292671203613
DB00491,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,5.905558228492737,5.616519451141357,4.657854914665222
DB00492,CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,7.109744668006897,6.129416525363922,6.704284608364105
DB00494,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,5.647323787212372,5.388222932815552,4.570464372634888
DB00497,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,6.594344258308411,7.430334687232971,6.988373041152954
DB00499,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,5.979750692844391,5.248411953449249,4.940251410007477
DB00500,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,5.776478886604309,5.432929575443268,4.586956858634949
DB00501,CC1=C(N=CN1)CSCCNC(=NC)NC#N,6.713703811168671,5.558629810810089,5.7889097929000854
DB00502,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,7.157537877559662,7.5072038769721985,7.017531335353851
DB00508,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,6.590950429439545,8.433557569980621,8.185997128486633
DB00514,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC,6.532071769237518,6.566596508026123,6.407974600791931
DB00515,N.N.Cl[Pt+2]Cl,5.187693178653717,5.0556347370147705,4.336474418640137
DB00519,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O,7.245051026344299,5.663317382335663,5.934402644634247
DB00521,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,6.565380573272705,6.671625852584839,6.358179569244385
DB00523,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C,6.360102534294128,5.3953604102134705,4.9584227204322815
DB00524,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,6.33447140455246,6.4273340702056885,6.050114631652832
DB00527,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,6.1141791343688965,5.99798184633255,5.429873585700989
DB00530,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,6.048994660377502,5.961382627487183,5.303447127342224
DB00532,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,7.158149480819702,5.975134015083313,5.956111669540405
DB00535,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/C3=CSC(=N3)N)SC1)C(=O)O,7.4165812730789185,5.903462111949921,5.685964941978455
DB00536,C(=N)(N)N,5.348930537700653,5.1430981159210205,4.495759338140488
DB00537,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,5.804853618144989,6.016537725925446,4.954720318317413
DB00540,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,6.905823528766632,5.557805955410004,5.79623281955719
DB00541,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,7.771642506122589,6.77622127532959,6.5610471367836
DB00542,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,6.874177277088165,5.680752456188202,5.476346909999847
DB00544,C1=C(C(=O)NC(=O)N1)F,6.033267319202423,5.408126175403595,4.963591039180756
DB00545,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,5.565433979034424,5.519584000110626,4.578912407159805
DB00547,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C,6.721506178379059,6.233824789524078,5.860077857971191
DB00548,C(CCCC(=O)O)CCCC(=O)O,5.495780289173126,5.048547327518463,4.3432988822460175
DB00549,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,6.872702538967133,6.58410120010376,6.293785750865936
DB00550,CCCC1=CC(=O)NC(=S)N1,6.3440539836883545,5.721841037273407,5.201062440872192
DB00552,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,5.968714237213135,5.896286725997925,5.180295348167419
DB00554,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,5.731755018234253,5.603046238422394,4.691807508468628
DB00555,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,5.852589964866638,5.632437705993652,4.9071908593177795
DB00557,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,6.856022596359253,6.401009798049927,6.407553970813751
DB00559,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,5.5825440883636475,6.653578042984009,5.232715010643005
DB00563,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,6.084091246128082,5.703737735748291,4.897938430309296
DB00564,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,6.062998175621033,5.629559814929962,5.148634612560272
DB00569,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)O)O)O)NS(=O)(=O)O)O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O)NS(=O)(=O)O,5.876397550106049,5.908069729804993,5.125131964683533
DB00570,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,7.531282842159271,6.919260382652283,6.586753189563751
DB00571,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,6.483653545379639,5.905815780162811,5.639696955680847
DB00572,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,6.368377685546875,6.245542347431183,5.985661745071411
DB00573,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,6.1149022579193115,5.394454836845398,5.03826904296875
DB00575,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,5.98406594991684,6.044077038764954,5.350805342197418
DB00583,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,5.382120192050934,5.199164509773254,4.4522824883461
DB00584,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,6.775977611541748,5.651139259338379,5.455613970756531
DB00585,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,5.990518748760223,5.604233503341675,4.976462662220001
DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,6.382952868938446,5.722383558750153,5.514544129371643
DB00588,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF,6.998809099197388,6.128960728645325,5.9704514145851135
DB00590,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,5.768429279327393,6.237838864326477,5.171950042247772
DB00591,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)F)O,7.243298888206482,6.088357925415039,6.187751114368439
DB00594,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,5.722875893115997,5.5253419280052185,4.963984966278076
DB00596,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)F)C)F,7.653933584690094,6.847174525260925,7.131729900836945
DB00598,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,7.200245976448059,5.715280473232269,5.879712879657745
DB00603,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,6.908604741096497,5.745346784591675,5.540163040161133
DB00604,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,6.861404597759247,6.559170067310333,6.063377380371094
DB00605,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,5.632670700550079,6.176070034503937,4.986447870731354
DB00608,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,6.587870299816132,6.526505351066589,6.17267632484436
DB00611,C1CC[C@]2([C@@H]3CC4=C([C@@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,6.995376408100128,6.87397962808609,6.527170836925507
DB00612,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,6.348068118095398,5.605534195899963,5.608740329742432
DB00619,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,6.892631471157074,6.1990543603897095,6.04394143819809
DB00620,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,7.589177072048187,6.890926480293274,7.18420797586441
DB00622,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,7.341165065765381,6.298396825790405,6.11150848865509
DB00623,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,7.420526742935181,8.663163781166077,8.717235445976257
DB00624,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,6.097994446754456,6.259252727031708,5.880379855632782
DB00627,C1=CC(=CN=C1)C(=O)O,6.052361071109772,5.380245089530945,4.738263785839081
DB00630,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,5.285669028759003,5.665067553520203,4.647998750209808
DB00631,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,5.763497412204742,6.184646129608154,5.345992803573608
DB00635,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,6.504798710346222,6.32251101732254,5.87715345621109
DB00636,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,5.865585148334503,5.763253033161163,5.053571343421936
DB00637,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,6.620343625545502,5.873706221580505,5.457540333271027
DB00640,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,5.454546809196472,5.618298411369324,4.878102540969849
DB00641,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,5.898745179176331,6.556796371936798,5.197117745876312
DB00642,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,5.992132127285004,5.6235849261283875,4.866400420665741
DB00644,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,6.744102597236633,7.904472529888153,7.020075678825378
DB00647,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,5.84821230173111,5.915212333202362,5.252439498901367
DB00651,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,5.966287434101105,6.215172290802002,5.661434233188629
DB00652,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,8.056010663509369,6.1958834528923035,7.209046900272369
DB00653,[O-]S(=O)(=O)[O-].[Mg+2],5.219970762729645,5.253843128681183,4.590891569852829
DB00654,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCC2=CC=CC=C2)O)O)O,7.467875361442566,5.818765759468079,6.336072862148285
DB00655,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,6.674323260784149,5.999163508415222,5.637314736843109
DB00657,CC1(C2CCC(C2)C1(C)NC)C,6.094204425811768,5.607297599315643,5.22372305393219
DB00659,CC(=O)NCCCS(=O)(=O)O,5.500397801399231,5.4217928647994995,4.846115052700043
DB00661,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,6.84178352355957,6.502941370010376,6.508593678474426
DB00668,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,6.329825162887573,5.430014550685883,4.832096219062805
DB00669,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,5.965566277503967,6.246674716472626,5.4877142906188965
DB00672,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,5.547721683979034,5.347513318061829,4.492103010416031
DB00674,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O,6.799300312995911,7.031226217746735,6.813233971595764
DB00675,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,6.525461554527283,5.7835653424263,5.521253764629364
DB00678,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,6.57210111618042,5.829523384571075,5.482608497142792
DB00679,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,6.873701214790344,7.587130188941956,7.532689332962036
DB00682,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,5.773487031459808,5.876858413219452,5.134526371955872
DB00686,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O,5.644006967544556,5.363696753978729,4.470076769590378
DB00687,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F,7.224652528762817,6.6941903829574585,6.542032539844513
DB00691,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC(=C(C=C3C[C@H]2C(=O)O)OC)OC,7.180485844612122,5.578408658504486,5.802850723266602
DB00692,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,5.656481146812439,5.81292724609375,4.666976988315582
DB00694,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,6.944969713687897,6.35142195224762,5.689359724521637
DB00695,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,6.248951077461243,6.0936320424079895,5.83345103263855
DB00696,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C,7.267058253288269,6.425464868545532,6.314078152179718
DB00697,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,6.23535281419754,6.31153404712677,5.837010383605957
DB00704,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,6.763334035873413,7.067858994007111,6.472645699977875
DB00706,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,7.06246018409729,6.621830940246582,6.5478169322013855
DB00710,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,6.1233192682266235,5.412868797779083,4.88686740398407
DB00712,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,6.0854299664497375,5.533557295799255,5.118399441242218
DB00714,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,6.244947016239166,6.649017095565796,6.550050854682922
DB00715,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,6.933679521083832,6.335835039615631,5.978689908981323
DB00716,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O,6.5518375635147095,6.286302804946899,5.735134243965149
DB00717,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,6.896598756313324,6.155105292797089,6.079428970813751
DB00721,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,5.6943575739860535,5.481045663356781,4.772839426994324
DB00722,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,6.102859437465668,5.991466164588928,5.544772982597351
DB00724,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,5.281605958938599,5.493723511695862,4.469636976718903
DB00727,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],5.467551410198212,5.268662631511688,4.68709397315979
DB00731,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,6.405068218708038,5.67794394493103,5.349191069602966
DB00733,C[N+]1=CC=CC=C1/C=N/O,6.2653928399086,5.916039764881134,5.756883025169373
DB00734,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,7.3926631808280945,8.125349044799805,7.7316619753837585
DB00736,CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C(N2)C=C(C=C3)OC,6.216269910335541,5.6804434061050415,5.230458736419678
DB00741,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,6.654657959938049,6.231511414051056,5.860566794872284
DB00744,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,5.854901969432831,5.898596227169037,5.126478016376495
DB00745,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,5.80916702747345,5.796808063983917,5.1675945520401
DB00747,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,6.505410254001617,5.828671455383301,5.636559307575226
DB00749,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,7.142057180404663,6.052795171737671,5.991286218166351
DB00750,CCCNC(C)C(=O)NC1=CC=CC=C1C,6.657992720603943,5.442829608917236,5.382152855396271
DB00754,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,6.315657377243042,6.328959226608276,5.979599416255951
DB00755,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,6.360795199871063,5.3967602252960205,4.959246873855591
DB00757,C1[C@@H]2CC(C[C@H]3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54,6.649674654006958,6.345103681087494,6.155682325363159
DB00758,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,6.56448358297348,6.321778833866119,5.826651990413666
DB00759,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,7.19920152425766,6.741274297237396,6.717467188835144
DB00762,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,7.887080013751984,6.239232122898102,6.002562165260315
DB00763,CN1C=CNC1=S,5.702211797237396,5.7704890966415405,5.093116462230682
DB00765,C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,5.708640217781067,5.6432512402534485,4.811742007732391
DB00771,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,5.912613570690155,6.454504191875458,5.316281378269196
DB00773,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,6.387677371501923,5.937898814678192,5.07338011264801
DB00775,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,6.216469407081604,5.923835456371307,5.280050337314606
DB00776,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,5.920753657817841,5.889244556427002,5.253103196620941
DB00783,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,6.697707891464233,6.373170495033264,6.063474893569946
DB00788,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,6.140590131282806,5.209140241146088,4.973820745944977
DB00790,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,6.56328958272934,5.389252007007599,5.013887166976929
DB00794,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,6.503650963306427,5.8735790848731995,5.777560651302338
DB00795,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,5.577245116233826,5.853378653526306,4.718693733215332
DB00796,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,6.703410387039185,5.869158029556274,5.300487756729126
DB00800,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,6.434532284736633,6.182927489280701,5.582262873649597
DB00804,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,6.343863487243652,5.581922173500061,5.2302550077438354
DB00806,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,6.135396897792816,5.571647942066193,5.061103045940399
DB00808,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,6.093855202198029,6.684763729572296,6.244571328163147
DB00810,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,6.469510495662689,6.472980618476868,5.909321188926697
DB00813,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,6.384344398975372,5.6592618227005005,5.707176566123962
DB00814,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,6.14960253238678,5.588757395744324,4.9271915555000305
DB00816,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,5.925684869289398,5.459230065345764,4.822690904140472
DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,5.569491028785706,5.69093531370163,4.831643283367157
DB00820,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,6.565976321697235,7.077920138835907,6.52418726682663
DB00822,CCN(CC)C(=S)SSC(=S)N(CC)CC,5.638765573501587,5.179479777812958,4.475998938083649
DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,6.411108434200287,5.950741171836853,5.2700194120407104
